trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
87,False,"{'a': 0.4, 'e': 0.42298004039277043}",25,13,20.73042565393569,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.4, 'e': 0.4187692234217748}",25,14,8.315530263414667,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.4, 'e': 0.41460032563814037}",25,10,25.99010866289122,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.4, 'e': 0.41047292973133526}",25,0,-68.72075228494063,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
91,False,"{'a': 0.4, 'e': 0.4063866225452042}",20,6,-21.890283998312654,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
92,False,"{'a': 0.4, 'e': 0.40234099503661086}",20,0,-72.6747996701518,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
93,False,"{'a': 0.4, 'e': 0.3983356422344923}",25,15,16.293113535507132,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.4, 'e': 0.39437016319932106}",25,0,-22.80097119855095,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
95,False,"{'a': 0.4, 'e': 0.39044416098297063}",25,4,-3.0854449615179336,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
96,False,"{'a': 0.4, 'e': 0.38655724258898083}",20,0,-14.044895960026427,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
97,False,"{'a': 0.4, 'e': 0.38270901893321807}",20,4,2.9743145276177096,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.4, 'e': 0.37889910480492817}",25,17,1.8470842323620187,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.4, 'e': 0.3751271188281759}",30,9,-8.780473915213133,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
100,False,"{'a': 0.4, 'e': 0.3713926834236694}",25,10,16.963734148392454,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.4, 'e': 0.36769542477096373}",20,1,-49.27900024361863,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
102,False,"{'a': 0.4, 'e': 0.36403497277104124}",20,0,-38.605773812522045,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
103,False,"{'a': 0.4, 'e': 0.3604109610092645}",25,15,20.938271379295323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.4, 'e': 0.3568230267186975}",30,13,15.849985477736885,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.4, 'e': 0.35327081074379263}",25,0,-159.497402241134,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
106,False,"{'a': 0.4, 'e': 0.34975395750443883}",20,0,-58.25332609291381,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
107,False,"{'a': 0.4, 'e': 0.34627211496036747}",35,0,-126.1351247654324,"{0: 28, 1: 0, 2: 4, 3: 0, 4: 3}",0
108,False,"{'a': 0.4, 'e': 0.3428249345759132}",20,14,-41.65583932124543,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
109,False,"{'a': 0.4, 'e': 0.33941207128512474}",25,0,-95.58773305141585,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
110,False,"{'a': 0.4, 'e': 0.3360331834572238}",20,2,-70.65825000112201,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
111,False,"{'a': 0.4, 'e': 0.3326879328624075}",25,0,-67.89693781187778,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
112,False,"{'a': 0.4, 'e': 0.329375984637991}",30,11,0.8868958167571996,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.4, 'e': 0.32609700725488766}",25,6,-9.12140547884303,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
114,False,"{'a': 0.4, 'e': 0.3228506724844226}",20,9,-37.64460688021414,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
115,False,"{'a': 0.4, 'e': 0.31963665536547686}",35,19,-27.380414962586784,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
116,False,"{'a': 0.4, 'e': 0.3164546341719581}",25,13,8.886530148899798,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.4, 'e': 0.31330429038059593}",20,9,-4.420625275787622,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.4, 'e': 0.3101853086390573}",20,2,-5.928219608036071,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
119,False,"{'a': 0.4, 'e': 0.30709737673437926}",20,14,9.853274586645057,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.4, 'e': 0.3040401855617164}",25,0,-89.77841697797804,"{0: 19, 1: 3, 2: 0, 3: 1, 4: 2}",0
121,False,"{'a': 0.4, 'e': 0.3010134290933992}",25,0,-35.38040367578301,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
122,False,"{'a': 0.4, 'e': 0.2980168043482999}",30,0,-125.32313026710744,"{0: 23, 1: 3, 2: 0, 3: 1, 4: 3}",0
123,False,"{'a': 0.4, 'e': 0.29505001136150455}",20,14,-0.544594964695055,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.4, 'e': 0.2921127531542856}",25,0,-39.967209325303585,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
125,False,"{'a': 0.4, 'e': 0.28920473570437444}",20,0,-3.9109378402997326,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
126,False,"{'a': 0.4, 'e': 0.2863256679165293}",20,11,-17.163632125614072,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
127,False,"{'a': 0.4, 'e': 0.28347526159339637}",20,9,11.7129917499739,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.4, 'e': 0.28065323140666115}",25,7,-53.895589645958495,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 0}",1
129,False,"{'a': 0.4, 'e': 0.2778592948684866}",30,10,-19.693164430091763,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
130,False,"{'a': 0.4, 'e': 0.2750931723032359}",20,0,-40.40564989791851,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
131,False,"{'a': 0.4, 'e': 0.2723545868194768}",20,9,-21.295304035667662,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
132,False,"{'a': 0.4, 'e': 0.26964326428226437}",20,13,3.5808127356825104,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.4, 'e': 0.2669589332856999}",20,10,7.545043112452746,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.4, 'e': 0.26430132512576293}",25,0,35.61015127707891,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
135,False,"{'a': 0.4, 'e': 0.2616701737734137}",25,1,-31.889692542478894,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 1}",1
136,False,"{'a': 0.4, 'e': 0.2590652158479633}",25,8,-52.669583973584004,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
137,False,"{'a': 0.4, 'e': 0.25648619059070943}",25,0,-34.000300260006334,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
138,False,"{'a': 0.4, 'e': 0.2539328398388336}",35,25,20.094385078429877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.4, 'e': 0.25140490799955917}",20,0,17.109533713973025,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
140,False,"{'a': 0.4, 'e': 0.2489021420245663}",20,12,-28.160852825630837,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
141,False,"{'a': 0.4, 'e': 0.2464242913846615}",25,0,-14.121469089489306,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
142,False,"{'a': 0.4, 'e': 0.24397110804469926}",20,10,10.753182656655627,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.4, 'e': 0.2415423464387538}",25,15,-20.538432227713084,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 0.4, 'e': 0.23913776344553753}",20,7,20.185110371695046,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.4, 'e': 0.2367571183640643}",25,4,33.67533998438797,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.4, 'e': 0.2344001728895552}",20,0,2.3024592127200765,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
147,False,"{'a': 0.4, 'e': 0.23206669108958394}",20,10,-2.0553282908908175,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
148,False,"{'a': 0.4, 'e': 0.22975643938045978}",25,6,-31.553128540362195,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
149,False,"{'a': 0.4, 'e': 0.2274691865038456}",30,0,40.11762516108902,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
150,False,"{'a': 0.4, 'e': 0.22520470350360866}",25,7,16.648751676459195,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.4, 'e': 0.2229627637029021}",25,10,13.345478131310053,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.4, 'e': 0.2207431426814741}",20,10,16.834509314520442,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.4, 'e': 0.2185456182532034}",25,5,-54.15528810802469,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
154,False,"{'a': 0.4, 'e': 0.2163699704438581}",25,14,13.270266281290455,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.4, 'e': 0.21421598146907625}",20,9,16.77408605481893,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.4, 'e': 0.21208343571256524}",25,4,-63.57085321109806,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 1}",1
157,False,"{'a': 0.4, 'e': 0.2099721197045185}",25,0,-72.07945124307443,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
158,False,"{'a': 0.4, 'e': 0.20788182210024692}",25,16,15.808219639618223,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.4, 'e': 0.20581233365902316}",20,0,-6.106424291445873,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
160,False,"{'a': 0.4, 'e': 0.2037634472231363}",20,16,7.180818709272967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.4, 'e': 0.20173495769715533}",20,12,-33.19532111151085,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
162,False,"{'a': 0.4, 'e': 0.19972666202739878}",30,18,16.79343833259337,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.4, 'e': 0.1977383591816089}",25,8,31.786522865354694,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.4, 'e': 0.19576985012882814}",25,0,17.878412647814656,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
165,False,"{'a': 0.4, 'e': 0.193820937819476}",20,9,19.51059729901723,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.4, 'e': 0.19189142716562418}",25,6,28.440197656559082,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.4, 'e': 0.189981125021468}",35,7,18.9287790184436,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
168,False,"{'a': 0.4, 'e': 0.1880898401639925}",35,10,31.406340688819995,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.4, 'e': 0.18621738327383064}",25,0,-8.934850615486676,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
170,False,"{'a': 0.4, 'e': 0.18436356691631242}",20,8,12.41380961083428,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.4, 'e': 0.1825282055227024}",25,6,4.8903036024547655,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
172,False,"{'a': 0.4, 'e': 0.1807111153716242}",30,12,16.49457325325124,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.4, 'e': 0.1789121145706697}",30,1,40.00003371916754,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.4, 'e': 0.17713102303819142}",20,4,-1.897882395023768,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 0.4, 'e': 0.17536766248527638}",25,13,22.231337350436952,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.4, 'e': 0.173621856397899}",20,0,13.386985180747812,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
177,False,"{'a': 0.4, 'e': 0.171893430019252}",20,6,18.442927773617093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.4, 'e': 0.1701822103322531}",20,0,4.87522244718388,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
179,False,"{'a': 0.4, 'e': 0.16848802604222568}",20,0,32.227515183443046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
180,False,"{'a': 0.4, 'e': 0.16681070755975227}",30,18,-19.673892779026207,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
181,False,"{'a': 0.4, 'e': 0.16515008698369826}",30,15,2.6766427050358086,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
182,False,"{'a': 0.4, 'e': 0.16350599808440505}",20,2,-7.782649264779005,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
183,False,"{'a': 0.4, 'e': 0.16187827628705012}",25,10,-25.59826640233658,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.4, 'e': 0.16026675865517306}",20,0,-36.59620341504023,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
185,False,"{'a': 0.4, 'e': 0.15867128387436544}",25,19,7.502744592288105,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.4, 'e': 0.15709169223612307}",30,9,-27.096805651142347,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
187,False,"{'a': 0.4, 'e': 0.1555278256218591}",20,10,20.28874652761341,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.4, 'e': 0.1539795274870761}",30,0,-6.757521973458383,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
189,False,"{'a': 0.4, 'e': 0.1524466428456959}",25,16,-6.55097723054404,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.4, 'e': 0.15092901825454527}",20,4,24.813512773621362,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.4, 'e': 0.14942650179799616}",30,21,8.530112039111673,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.4, 'e': 0.14793894307275884}",20,12,15.500304052988856,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.4, 'e': 0.14646619317282628}",35,4,-3.9601651891667764,"{0: 27, 1: 1, 2: 2, 3: 1, 4: 0}",1
194,False,"{'a': 0.4, 'e': 0.14500810467456862}",25,13,16.168162606341628,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.4, 'e': 0.14356453162197594}",20,6,9.437576593074452,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.4, 'e': 0.14213532951204777}",30,3,-46.75389870656813,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 2}",1
197,False,"{'a': 0.4, 'e': 0.14072035528032842}",20,2,15.017833584675188,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.4, 'e': 0.13931946728658595}",35,19,-10.63309243811,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.4, 'e': 0.13793252530063393}",20,8,11.82875807070156,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.4, 'e': 0.13655939048829419}",25,4,-14.052974660814137,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.4, 'e': 0.13519992539749945}",25,16,-2.4245320886146797,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.4, 'e': 0.13385399394453423}",20,10,-4.571780557792459,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
203,False,"{'a': 0.4, 'e': 0.13252146140041274}",25,11,22.556538523697142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.4, 'e': 0.13120219437739242}",25,9,12.34485600831891,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.4, 'e': 0.12989606081562158}",20,2,18.37375382925374,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.4, 'e': 0.12860292996992023}",20,7,-37.00012095464006,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
207,False,"{'a': 0.4, 'e': 0.12732267239669232}",20,14,-8.559027391562875,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
208,False,"{'a': 0.4, 'e': 0.12605515994096825}",20,12,16.85357311028737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.4, 'e': 0.12480026572357655}",30,23,1.800583856057969,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.4, 'e': 0.12355786412844309}",20,0,-26.870553061398315,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
211,False,"{'a': 0.4, 'e': 0.12232783079001679}",30,21,1.5153178638187896,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.4, 'e': 0.12111004258082052}",25,3,-5.65645000855575,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.4, 'e': 0.11990437759912595}",25,9,27.960365111003384,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.4, 'e': 0.11871071515675106}",20,13,-30.489171600738178,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
